0.000000 0.000000
1.414214 1.414214
2.828427 2.730427
4.242641 3.948641
5.656854 5.068854
7.071068 6.091068
8.485281 7.015281
9.899495 7.841495
11.313708 8.569708
12.727922 9.199922
14.142136 9.732136
15.556349 10.166349
16.970563 10.502563
18.384776 10.740776
19.798990 10.880990
21.213203 10.923203
22.627417 10.867417
24.041631 10.713630
25.455844 10.461844
26.870058 10.112057
28.284271 9.664271
29.698485 9.118484
31.112698 8.474698
32.526912 7.732911
33.941125 6.893125
35.355339 5.955338
36.769553 4.919552
38.183766 3.785766
39.597980 2.553979
41.012193 1.224193
42.426407 -0.203594
43.840620 -1.729380
45.254834 -3.353167
46.669048 -5.074953
48.083261 -6.894740
49.497475 -8.812526
50.911688 -10.828313
52.325902 -12.942099
53.740115 -15.153886
55.154329 -17.463672
56.568542 -19.871459
