0.000000 1.000000
0.100000 0.005021
0.200000 0.010135
0.300000 0.015349
0.400000 0.020671
0.500000 0.026114
0.600000 0.031700
0.700000 0.037460
0.800000 0.043441
0.900000 0.049719
1.000000 0.056428
1.100000 0.063809
1.200000 0.072368
1.300000 0.083357
1.400000 0.100959
1.500000 0.152987
1.600000 -0.113681
1.700000 0.041060
1.800000 0.065707
1.900000 0.078864
2.000000 0.088603
2.100000 0.096897
2.200000 0.104466
2.300000 0.111637
2.400000 0.118581
2.500000 0.125399
2.600000 0.132153
2.700000 0.138887
2.800000 0.145633
2.900000 0.152419
3.000000 0.159267
3.100000 0.166199
3.200000 0.173240
3.300000 0.180415
3.400000 0.187756
3.500000 0.195302
3.600000 0.203103
3.700000 0.211230
3.800000 0.219780
3.900000 0.228898
4.000000 0.238807
4.100000 0.249877
4.200000 0.262762
4.300000 0.278749
4.400000 0.300771
4.500000 0.337278
4.600000 0.426786
4.700000 1.851309
4.800000 0.039669
4.900000 0.166771
5.000000 0.210435
5.100000 0.235300
5.200000 0.252984
5.300000 0.267198
5.400000 0.279501
5.500000 0.290663
5.600000 0.301109
5.700000 0.311099
5.800000 0.320802
5.900000 0.330335
6.000000 0.339785
6.100000 0.349223
6.200000 0.358709
6.300000 0.368299
6.400000 0.378053
6.500000 0.388033
6.600000 0.398314
6.700000 0.408989
6.800000 0.420180
6.900000 0.432055
7.000000 0.444852
7.100000 0.458937
7.200000 0.474889
7.300000 0.493704
7.400000 0.517247
7.500000 0.549488
7.600000 0.600637
7.700000 0.707420
7.800000 1.178640
7.900000 -0.361043
8.000000 0.220011
8.100000 0.335840
8.200000 0.389882
8.300000 0.423770
8.400000 0.448642
8.500000 0.468748
8.600000 0.486064
8.700000 0.501639
8.800000 0.516085
8.900000 0.529789
9.000000 0.543011
9.100000 0.555937
9.200000 0.568711
9.300000 0.581449
9.400000 0.594257
9.500000 0.607235
9.600000 0.620488
9.700000 0.634134
9.800000 0.648313
9.900000 0.663207
10.000000 0.679055
