1,0.000000,0.000000,0.140981
2,0.000000,0.000000,0.140981
3,0.000000,0.000000,0.140981
4,0.000000,0.000000,0.140981
5,0.000000,0.000000,0.140981
6,0.000000,0.000000,0.140981
7,0.000000,0.000000,0.140981
8,0.000000,0.000000,0.140981
9,0.000000,0.000000,0.140981
10,0.000000,0.000000,0.140981
11,0.000000,0.000000,0.140981
12,0.000000,0.000000,0.140981
13,0.000000,0.000000,0.140981
14,0.000000,0.000000,0.140981
15,0.000000,0.000000,0.140981
16,0.000000,0.000000,0.140981
20,0.000000,0.000000,0.140981
23,0.000000,0.000000,0.140981
28,0.000000,0.000000,0.140981
34,0.000000,0.000000,0.140981
40,0.000000,0.000000,0.140981
48,0.000000,0.000000,0.140981
58,0.000000,0.000000,0.140981
70,0.000000,0.000000,0.140981
84,0.000000,0.000000,0.140981
100,0.000000,0.000000,0.140981
121,0.000000,0.000000,0.140981
145,0.000000,0.000000,0.140981
174,0.000000,0.000000,0.140981
209,0.000000,0.000000,0.140981
252,0.000000,0.000000,0.140981
302,0.000000,0.000000,0.140981
364,0.000000,0.000000,0.140981
437,0.000000,0.000000,0.140981
525,0.000000,0.000000,0.140981
631,0.000000,0.000000,0.140981
759,0.000000,0.000000,0.140981
913,0.000000,0.000000,0.140981
1097,0.000000,0.000000,0.140981
1319,0.000000,0.000000,0.140981
1585,0.000000,0.000000,0.140981
1906,0.000000,0.000000,0.140981
2291,0.000000,0.000000,0.140981
2755,0.000000,0.000000,0.140981
3312,0.000000,0.000000,0.140981
3982,0.000000,0.000000,0.140981
4787,0.000000,0.000000,0.140981
5755,0.000000,0.000000,0.140981
6919,0.000000,0.000000,0.140981
8318,0.000000,0.000000,0.140981
10000,0.000000,0.000000,0.140981
12023,0.000000,0.000000,0.140981
14455,0.000000,0.000000,0.140981
17379,0.000000,0.000000,0.140981
20893,0.000000,0.000000,0.140981
25119,0.000000,0.000000,0.140981
30200,0.000000,0.000000,0.140981
36308,0.000000,0.000000,0.140981
43652,0.000000,0.000000,0.140981
52481,0.000000,0.000000,0.140981
63096,0.000000,0.000000,0.140981
75858,0.000000,0.000000,0.140981
91202,0.000000,0.000000,0.140981
109648,0.000000,0.000000,0.140981
131826,0.000000,0.000000,0.140981
158490,0.000000,0.000000,0.140981
190547,0.000000,0.000000,0.140981
229087,0.000000,0.000000,0.140981
275423,0.000000,0.000000,0.140981
331132,0.000000,0.000000,0.140981
398108,0.000000,0.000000,0.140981
478631,0.000000,0.000000,0.140981
575440,0.227777,0.446443,0.140981
691831,0.189457,0.371335,0.140981
831764,0.157583,0.308863,0.140981
1000000,0.131072,0.256901,0.140981
1202265,0.109021,0.213681,0.140981
1445440,0.272039,0.307841,0.140981
1737801,0.226272,0.256051,0.140981
2089297,0.188205,0.212974,0.140981
2511887,0.156542,0.177144,0.140981
3019952,0.130206,0.147342,0.140981
3630781,0.180501,0.158216,0.140981
4365159,0.180161,0.144159,0.140981
5248075,0.149852,0.119906,0.140981
6309574,0.145415,0.107725,0.140981
7585776,0.120951,0.089601,0.140981
9120109,0.129346,0.084506,0.140981
10964782,0.155401,0.084477,0.140981
13182568,0.159085,0.077952,0.140981
15848932,0.132321,0.064837,0.140981
19054608,0.151333,0.063238,0.140981
22908677,0.143038,0.056071,0.140981
27542288,0.147527,0.051933,0.140981
33113113,0.154374,0.048450,0.140981
39810718,0.158034,0.044708,0.140981
47863010,0.150617,0.039806,0.140981
57543994,0.154888,0.036815,0.140981
69183098,0.147776,0.032795,0.140981
83176378,0.154432,0.030576,0.140981
100000000,0.152044,0.027669,0.140981
