1,0.000000,0.000000,0.082146
2,0.000000,0.000000,0.082146
3,0.000000,0.000000,0.082146
4,0.000000,0.000000,0.082146
5,0.000000,0.000000,0.082146
6,0.000000,0.000000,0.082146
7,0.000000,0.000000,0.082146
8,0.000000,0.000000,0.082146
9,0.000000,0.000000,0.082146
10,0.000000,0.000000,0.082146
11,0.000000,0.000000,0.082146
12,0.000000,0.000000,0.082146
13,0.000000,0.000000,0.082146
14,0.000000,0.000000,0.082146
15,0.000000,0.000000,0.082146
16,0.000000,0.000000,0.082146
20,0.000000,0.000000,0.082146
23,0.000000,0.000000,0.082146
28,0.000000,0.000000,0.082146
34,0.000000,0.000000,0.082146
40,0.000000,0.000000,0.082146
48,0.000000,0.000000,0.082146
58,0.000000,0.000000,0.082146
70,0.000000,0.000000,0.082146
84,0.000000,0.000000,0.082146
100,0.000000,0.000000,0.082146
121,0.000000,0.000000,0.082146
145,0.000000,0.000000,0.082146
174,0.000000,0.000000,0.082146
209,0.000000,0.000000,0.082146
252,0.000000,0.000000,0.082146
302,0.000000,0.000000,0.082146
364,0.000000,0.000000,0.082146
437,0.000000,0.000000,0.082146
525,0.000000,0.000000,0.082146
631,0.000000,0.000000,0.082146
759,0.000000,0.000000,0.082146
913,0.000000,0.000000,0.082146
1097,0.000000,0.000000,0.082146
1319,0.000000,0.000000,0.082146
1585,0.000000,0.000000,0.082146
1906,0.000000,0.000000,0.082146
2291,0.000000,0.000000,0.082146
2755,0.000000,0.000000,0.082146
3312,0.000000,0.000000,0.082146
3982,0.000000,0.000000,0.082146
4787,0.000000,0.000000,0.082146
5755,0.000000,0.000000,0.082146
6919,0.000000,0.000000,0.082146
8318,0.000000,0.000000,0.082146
10000,0.000000,0.000000,0.082146
12023,0.000000,0.000000,0.082146
14455,0.000000,0.000000,0.082146
17379,0.000000,0.000000,0.082146
20893,0.000000,0.000000,0.082146
25119,0.000000,0.000000,0.082146
30200,0.000000,0.000000,0.082146
36308,0.000000,0.000000,0.082146
43652,0.000000,0.000000,0.082146
52481,0.000000,0.000000,0.082146
63096,0.000000,0.000000,0.082146
75858,0.000000,0.000000,0.082146
91202,0.000000,0.000000,0.082146
109648,0.000000,0.000000,0.082146
131826,0.000000,0.000000,0.082146
158490,0.000000,0.000000,0.082146
190547,0.000000,0.000000,0.082146
229087,0.000000,0.000000,0.082146
275423,0.000000,0.000000,0.082146
331132,0.000000,0.000000,0.082146
398108,0.000000,0.000000,0.082146
478631,0.000000,0.000000,0.082146
575440,0.000000,0.000000,0.082146
691831,0.000000,0.000000,0.082146
831764,0.000000,0.000000,0.082146
1000000,0.000000,0.000000,0.082146
1202265,0.000000,0.000000,0.082146
1445440,0.000000,0.000000,0.082146
1737801,0.000000,0.000000,0.082146
2089297,0.000000,0.000000,0.082146
2511887,0.000000,0.000000,0.082146
3019952,0.000000,0.000000,0.082146
3630781,0.072200,0.141513,0.082146
4365159,0.060054,0.117705,0.082146
5248075,0.149852,0.169573,0.082146
6309574,0.124641,0.141045,0.082146
7585776,0.103672,0.117316,0.082146
9120109,0.086231,0.097579,0.082146
10964782,0.095631,0.093719,0.082146
13182568,0.099428,0.087153,0.082146
15848932,0.099241,0.079409,0.082146
19054608,0.096303,0.071342,0.082146
22908677,0.102987,0.067285,0.082146
27542288,0.104697,0.061872,0.082146
33113113,0.110833,0.058058,0.082146
39810718,0.092187,0.048290,0.082146
47863010,0.098585,0.045544,0.082146
57543994,0.100222,0.041880,0.082146
69183098,0.094728,0.037134,0.082146
83176378,0.085095,0.032098,0.082146
100000000,0.076022,0.027669,0.082146
