0.159793,0.992145
0.039569,0.597495
0.542285,0.057160
0.631528,0.423571
0.842261,0.906301
0.423148,0.655526
0.930431,0.344386
0.254615,0.444671
0.790189,0.695420
0.557681,0.287430
0.145816,0.579264
0.564550,0.146418
0.150165,0.019934
0.554408,0.687332
0.388153,0.928789
0.179794,0.189908
0.476169,0.257090
0.980407,0.985471
0.159543,0.670065
0.767771,0.838183
0.172558,0.130030
0.316730,0.882861
0.399804,0.417875
0.515940,0.495044
0.115438,0.757875
0.143895,0.214071
0.195208,0.595918
0.842965,0.863895
0.529509,0.540282
0.533065,0.116011
0.950275,0.797556
0.278345,0.553107
0.301448,0.002739
0.069862,0.198198
0.047293,0.413537
0.892334,0.408317
0.773028,0.693171
0.075116,0.005640
0.274555,0.673547
0.903401,0.330416
0.226628,0.803385
0.600954,0.748014
0.665264,0.154528
0.604988,0.485644
0.049029,0.684685
0.712408,0.737633
0.564263,0.335061
0.997018,0.839761
0.851224,0.662118
0.785426,0.804985
0.405056,0.801405
0.625991,0.096622
0.831231,0.570081
0.599741,0.453681
0.740941,0.374455
0.101634,0.590228
0.969860,0.103103
0.276005,0.645417
0.444593,0.574932
0.686879,0.717476
0.960354,0.775266
0.506846,0.952110
0.103282,0.827127
0.487170,0.274594
0.623889,0.341232
0.786031,0.070231
0.499855,0.056588
0.404308,0.668683
0.596326,0.487233
0.306062,0.687021
0.036340,0.560467
0.860464,0.105083
0.378361,0.419595
0.966642,0.450636
0.393606,0.454099
0.623833,0.830620
0.254979,0.003758
0.452495,0.596034
0.980213,0.125553
0.331121,0.107226
0.491477,0.328984
0.184198,0.648591
0.331041,0.701796
0.198101,0.983354
0.094377,0.333922
0.949924,0.125946
0.488188,0.751558
0.573641,0.444262
0.009250,0.650275
0.731392,0.992916
0.588646,0.943147
0.542122,0.331119
0.910902,0.280116
0.647237,0.740174
0.180734,0.680259
0.813815,0.147680
0.619572,0.221918
0.077130,0.696386
0.686415,0.502546
0.776034,0.552372
0.461308,0.822676
0.205568,0.444014
0.575234,0.608830
0.453811,0.908034
0.404685,0.738109
0.938606,0.269122
0.227855,0.260260
0.842485,0.810883
0.908450,0.955650
0.685522,0.356514
0.665197,0.924153
0.009537,0.034283
0.924850,0.703466
0.595965,0.465980
0.556968,0.897704
0.997070,0.453044
0.782134,0.926754
0.791209,0.917992
0.660093,0.553805
0.142173,0.749520
0.789392,0.476334
0.320732,0.476944
0.281780,0.902132
0.601662,0.340174
0.399811,0.785090
0.912311,0.456397
0.503741,0.867416
0.391329,0.293840
0.202833,0.479609
0.469434,0.506478
0.041829,0.996671
0.637000,0.696968
0.602225,0.664335
0.467570,0.318171
0.665919,0.112028
