2,3.141514,0.000322
3,4.188153,0.000783
4,4.934770,0.001448
5,5.263916,0.002325
6,5.167050,0.003417
7,4.725510,0.004731
8,4.054428,0.006264
9,3.301601,0.008032
10,2.544527,0.009992
11,1.883771,0.012168
12,1.321615,0.014418
13,0.923894,0.017051
14,0.605225,0.019517
15,0.370934,0.021609
16,0.204472,0.022689
17,0.152044,0.027669
18,0.076022,0.027669
19,0.057672,0.034082
20,0.010486,0.020552
