1,0.000000,0.000000,5.263789
2,0.000000,0.000000,5.263789
3,0.000000,0.000000,5.263789
4,0.000000,0.000000,5.263789
5,6.400000,11.219695,5.263789
6,5.333333,9.542544,5.263789
7,9.142857,10.709248,5.263789
8,8.000000,9.602000,5.263789
9,10.666667,9.855497,5.263789
10,9.600000,9.088991,5.263789
11,8.727273,8.422144,5.263789
12,8.000000,7.840000,5.263789
13,7.384615,7.329117,5.263789
14,9.142857,7.572582,5.263789
15,10.666667,7.634035,5.263789
16,10.000000,7.267875,5.263789
20,9.600000,6.426888,5.263789
23,8.347826,5.742677,5.263789
28,6.857143,4.863579,5.263789
34,6.588235,4.349292,5.263789
40,5.600000,3.768097,5.263789
48,6.000000,3.533440,5.263789
58,6.068966,3.228563,5.263789
70,6.400000,2.998590,5.263789
84,6.095238,2.687210,5.263789
100,5.760000,2.409624,5.263789
121,5.289256,2.117891,5.263789
145,5.737931,1.998086,5.263789
174,5.333333,1.772006,5.263789
209,5.205742,1.601198,5.263789
252,4.825397,1.413852,5.263789
302,5.298013,1.341470,5.263789
364,5.010989,1.194705,5.263789
437,4.613272,1.053877,5.263789
525,4.815238,0.978697,5.263789
631,5.071315,0.911820,5.263789
759,4.890646,0.819177,5.263789
913,4.906900,0.747917,5.263789
1097,5.134002,0.694996,5.263789
1319,5.240334,0.639077,5.263789
1585,5.269401,0.584287,5.263789
1906,5.036726,0.523185,5.263789
2291,5.098210,0.479560,5.263789
2755,5.122323,0.438152,5.263789
3312,5.120773,0.399565,5.263789
3982,5.175289,0.365966,5.263789
4787,5.000209,0.329154,5.263789
5755,5.043267,0.301247,5.263789
6919,5.022691,0.274285,5.263789
8318,5.062755,0.250967,5.263789
10000,5.097600,0.229527,5.263789
12023,5.128836,0.209847,5.263789
14455,5.142580,0.191589,5.263789
17379,5.181426,0.175261,5.263789
20893,5.181448,0.159845,5.263789
25119,5.204029,0.146036,5.263789
30200,5.229139,0.133444,5.263789
36308,5.237854,0.121785,5.263789
43652,5.252451,0.111193,5.263789
52481,5.268802,0.101536,5.263789
63096,5.258273,0.092528,5.263789
75858,5.263730,0.084421,5.263789
91202,5.259885,0.076970,5.263789
109648,5.243835,0.070112,5.263789
131826,5.254441,0.063995,5.263789
158490,5.258830,0.058383,5.263789
190547,5.262492,0.053261,5.263789
229087,5.257461,0.048556,5.263789
275423,5.264920,0.044309,5.263789
331132,5.248710,0.040360,5.263789
398108,5.238378,0.036780,5.263789
478631,5.245828,0.033563,5.263789
575440,5.250049,0.030620,5.263789
691831,5.255480,0.027937,5.263789
831764,5.254529,0.025477,5.263789
1000000,5.252384,0.023231,5.263789
1202265,5.258208,0.021197,5.263789
1445440,5.254062,0.019326,5.263789
1737801,5.254052,0.017625,5.263789
2089297,5.250287,0.016070,5.263789
2511887,5.248860,0.014654,5.263789
3019952,5.252438,0.013368,5.263789
3630781,5.252300,0.012192,5.263789
4365159,5.255939,0.011122,5.263789
5248075,5.257455,0.010145,5.263789
6309574,5.258665,0.009253,5.263789
7585776,5.257153,0.008438,5.263789
9120109,5.257990,0.007696,5.263789
10964782,5.259585,0.007020,5.263789
13182568,5.261091,0.006403,5.263789
15848932,5.262235,0.005840,5.263789
19054608,5.263048,0.005326,5.263789
22908677,5.262949,0.004858,5.263789
27542288,5.264025,0.004431,5.263789
33113113,5.263581,0.004041,5.263789
39810718,5.263367,0.003685,5.263789
47863010,5.264022,0.003361,5.263789
57543994,5.264055,0.003065,5.263789
69183098,5.263496,0.002795,5.263789
83176378,5.263198,0.002549,5.263789
100000000,5.263916,0.002325,5.263789
